,Name,Year,Value,Area,Area_Percentage
5066,SAL1,2018,422.0,63.65,0.9095026956431039
5067,SAL1,2018,459.0,2331.359999999997,33.31309040871177
5068,SAL1,2018,9002.0,51.550000000000004,0.7366043041697097
5069,SAL1,2018,9012.0,127.73999999999998,1.8252926055216039
5070,SAL1,2018,9018.0,806.4899999999993,11.52403501978329
5071,SAL1,2018,9020.0,375.7299999999999,5.368852283330454
5072,SAL1,2018,9023.0,1188.8900000000003,16.988195755273058
5073,SAL1,2018,9024.0,649.8599999999997,9.285929643214882
5074,SAL1,2018,9025.0,136.58999999999997,1.9517513463926404
5075,SAL1,2018,9029.0,165.86,2.3699939842791085
5076,SAL1,2019,115.0,240.5499999999999,3.4372486007376053
5077,SAL1,2019,131.0,193.67000000000004,2.7673745022026703
5078,SAL1,2019,132.0,163.25999999999993,2.3328422637972204
5079,SAL1,2019,140.0,63.14999999999998,0.9023581340119716
5080,SAL1,2019,155.0,147.9500000000001,2.114075786651961
5081,SAL1,2019,171.0,0.61,0.008716365189981043
5082,SAL1,2019,311.0,90.19000000000004,1.2887360270235912
5083,SAL1,2019,411.0,214.91000000000008,3.070875480293158
5084,SAL1,2019,422.0,62.870000000000005,0.8983571794985381
5085,SAL1,2019,459.0,2323.1499999999974,33.19577670672859
5086,SAL1,2019,9002.0,51.550000000000004,0.7366043041697096
5087,SAL1,2019,9012.0,127.34,1.8195769562166983
5088,SAL1,2019,9018.0,811.6799999999993,11.598195569514438
5089,SAL1,2019,9020.0,364.56999999999994,5.209385667723588
5090,SAL1,2019,9023.0,1191.1600000000003,17.0206320650784
5091,SAL1,2019,9024.0,649.2699999999996,9.277499060490145
5092,SAL1,2019,9025.0,136.58999999999997,1.9517513463926401
5093,SAL1,2019,9029.0,165.86,2.369993984279108
5094,SAL1,2020,115.0,88.11,1.2590146506380815
5095,SAL1,2020,131.0,24.7,0.3529413445779209
5096,SAL1,2020,132.0,450.1099999999995,6.4316772715776445
5097,SAL1,2020,140.0,84.61000000000001,1.2090027192201578
5098,SAL1,2020,155.0,94.04999999999994,1.3438920428159289
5099,SAL1,2020,171.0,2.1599999999999997,0.03086450624649025
5100,SAL1,2020,311.0,82.67000000000004,1.181281820091366
5101,SAL1,2020,411.0,246.99000000000015,3.529270554546589
5102,SAL1,2020,422.0,60.56000000000001,0.8653493047627084
5103,SAL1,2020,459.0,2346.599999999997,33.53085664722868
5104,SAL1,2020,9002.0,51.550000000000004,0.7366043041697097
5105,SAL1,2020,9012.0,132.6,1.894737744576207
5106,SAL1,2020,9018.0,803.0799999999992,11.475309109458967
5107,SAL1,2020,9020.0,385.60999999999996,5.510028821161623
5108,SAL1,2020,9023.0,1189.4,16.99548320813681
5109,SAL1,2020,9024.0,651.3699999999997,9.307506219340901
5110,SAL1,2020,9025.0,137.99999999999997,1.9718990101924325
5111,SAL1,2020,9029.0,166.16000000000003,2.3742807212577874
5112,SAL1,2021,115.0,306.5699999999998,4.380616518512275
5113,SAL1,2021,131.0,118.21000000000002,1.6891172608322291
5114,SAL1,2021,132.0,152.57999999999987,2.180234427356241
5115,SAL1,2021,171.0,27.810000000000002,0.39738051792356216
5116,SAL1,2021,311.0,104.84000000000002,1.4980716828157592
